Unnamed: 0,id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,cycle_norm,label1,label2,Result
0,1,1,0.632183908,0.75,0,0,0.545180723,0.310660562,0.269412559,0,1,0.6521739129999999,0.212121212,0.127613749,0,0.208333333,0.646055437,0.220588235,0.132160182,0.30896498699999997,0,0.333333333,0,0,0.558139535,0.6618337479999999,0.0,0,0,0.6407925
1,1,2,0.344827586,0.25,0,0,0.15060241,0.379550905,0.222316003,0,1,0.805152979,0.166666667,0.146684017,0,0.386904762,0.7398720679999999,0.264705882,0.204768294,0.21315890699999998,0,0.41666666700000005,0,0,0.682170543,0.686826843,0.002770083,0,0,0.6407925
2,1,3,0.517241379,0.583333333,0,0,0.376506024,0.346631785,0.32224848100000003,0,1,0.685990338,0.22727272699999998,0.158081307,0,0.386904762,0.6993603409999999,0.220588235,0.155640417,0.45863793799999997,0,0.41666666700000005,0,0,0.728682171,0.7213476940000001,0.005540166,0,0,0.6407925
3,1,4,0.74137931,0.5,0,0,0.37048192799999996,0.285153695,0.40800135,0,1,0.6795491140000001,0.196969697,0.10571659300000001,0,0.255952381,0.573560768,0.25,0.17008979300000002,0.257021932,0,0.25,0,0,0.666666667,0.662109914,0.008310249,0,0,0.6407925
4,1,5,0.58045977,0.5,0,0,0.391566265,0.352081971,0.332039163,0,1,0.694041868,0.166666667,0.102396123,0,0.27380952399999997,0.737739872,0.220588235,0.152750542,0.30088495600000004,0,0.166666667,0,0,0.658914729,0.716376692,0.011080332,0,0,0.6407925
5,1,6,0.568965517,0.75,0,0,0.271084337,0.17614998899999998,0.217420662,0,1,0.703703704,0.151515152,0.131158575,0,0.244047619,0.68869936,0.294117647,0.14201672,0.380530973,0,0.333333333,0,0,0.596899225,0.624827396,0.013850416,0,0,0.6407925
6,1,7,0.5,0.666666667,0,0,0.271084337,0.268149117,0.381330182,0,1,0.650563607,0.22727272699999998,0.133088037,0,0.27380952399999997,0.707889126,0.264705882,0.18077200899999998,0.25586764100000003,0,0.25,0,0,0.5503875970000001,0.6917978459999999,0.016620499,0,0,0.6407925
7,1,8,0.534482759,0.5,0,0,0.40060241,0.21473730100000002,0.314652262,0,1,0.602254428,0.22727272699999998,0.139684107,0,0.214285714,0.724946695,0.264705882,0.134121168,0.370911889,0,0.41666666700000005,0,0,0.705426357,0.591273129,0.019390582,0,0,0.6407925
8,1,9,0.293103448,0.5,0,0,0.20180722899999998,0.485066492,0.506920999,0,1,0.747181965,0.24242424199999998,0.12034461099999999,0,0.30952381,0.7121535179999999,0.25,0.17654040699999998,0.424778761,0,0.25,0,0,0.744186047,0.770367302,0.022160665,0,0,0.6407925
9,1,10,0.356321839,0.41666666700000005,0,0,0.259036145,0.30978853300000003,0.276671168,0,1,0.7133655390000001,0.212121212,0.135600826,0,0.172619048,0.70575693,0.264705882,0.176179172,0.324740285,0,0.25,0,0,0.565891473,0.673570837,0.024930748,0,0,0.6407925
10,1,11,0.540229885,0.166666667,0,0,0.25,0.217789405,0.364280891,0,1,0.779388084,0.212121212,0.134344431,0,0.226190476,0.695095949,0.264705882,0.167406337,0.25779145800000003,0,0.25,0,0,0.713178295,0.644435239,0.027700831000000002,0,0,0.6407925
11,1,12,0.649425287,0.75,0,0,0.40060241,0.35731414899999997,0.262829169,0,1,0.7246376809999999,0.181818182,0.12694068,0,0.25,0.707889126,0.264705882,0.16714831300000002,0.282801077,0,0.25,0,0,0.7519379840000001,0.677022922,0.030470913999999998,0,0,0.6407925
12,1,13,0.17816092,0.75,0,0,0.219879518,0.393503379,0.366137745,0,1,0.6747181959999999,0.181818182,0.10742169999999998,0,0.297619048,0.784648188,0.220588235,0.160904118,0.352828011,0,0.333333333,0,0,0.728682171,0.65382491,0.033240997,0,0,0.64079255
13,1,14,0.5977011489999999,0.166666667,0,0,0.307228916,0.264224984,0.34824442899999997,0,1,0.7745571659999999,0.196969697,0.105761465,0,0.23214285699999998,0.695095949,0.264705882,0.156672515,0.40169295899999996,0,0.333333333,0,0,0.689922481,0.777409555,0.03601108,0,0,0.64079255
14,1,15,0.482758621,0.25,0,0,0.38855421700000004,0.300196207,0.279203241,0,1,0.692431562,0.151515152,0.138472584,0,0.297619048,0.573560768,0.176470588,0.17380534600000003,0.351673721,0,0.333333333,0,0,0.697674419,0.6531344929999999,0.038781163,0,0,0.64079255
15,1,16,0.396551724,0.75,0,0,0.334337349,0.293655984,0.43062120200000004,0,1,0.639291465,0.303030303,0.090684735,0,0.321428571,0.7398720679999999,0.323529412,0.174889049,0.40438630200000003,0,0.166666667,0,0,0.565891473,0.627174814,0.041551247,0,0,0.64079255
16,1,17,0.58045977,0.666666667,0,0,0.29518072300000003,0.254196643,0.36917623200000005,0,1,0.735909823,0.24242424199999998,0.108229382,0,0.25,0.724946695,0.20588235300000002,0.138507586,0.510965756,0,0.25,0,0,0.7364341090000001,0.616818558,0.04432133,0,0,0.64079255
17,1,18,0.701149425,0.583333333,0,0,0.415662651,0.33769348200000004,0.36191762299999997,0,1,0.587761675,0.212121212,0.118415149,0,0.35119047600000003,0.735607676,0.264705882,0.17174115,0.41323586,0,0.25,0,0,0.635658915,0.7648439659999999,0.047091413,0,0,0.64079255
18,1,19,0.666666667,0.583333333,0,0,0.36746988,0.316982777,0.338453747,0,1,0.647342995,0.166666667,0.11294086,0,0.23809523800000001,0.718550107,0.19117647100000001,0.151563629,0.24740284699999998,0,0.25,0,0,0.713178295,0.672051919,0.049861496,0,0,0.64079255
19,1,20,0.563218391,0.41666666700000005,0,0,0.42168674700000003,0.364944408,0.31144497,0,1,0.718196457,0.22727272699999998,0.087005295,0,0.363095238,0.765458422,0.25,0.147848075,0.327048865,0,0.333333333,0,0,0.666666667,0.605219553,0.052631579000000005,0,0,0.64079255
20,1,21,0.718390805,0.333333333,0,0,0.448795181,0.26727708699999997,0.28612424,0,1,0.735909823,0.22727272699999998,0.14358790300000002,0,0.303571429,0.71641791,0.33823529399999996,0.138920425,0.355906118,0,0.333333333,0,0,0.635658915,0.7018779340000001,0.055401662000000004,0,0,0.64079255
21,1,22,0.568965517,0.583333333,0,0,0.373493976,0.255940702,0.36816340299999994,0,1,0.5764895329999999,0.151515152,0.110921655,0,0.244047619,0.579957356,0.235294118,0.149396223,0.5032704889999999,0,0.333333333,0,0,0.620155039,0.666666667,0.058171745,0,0,0.64079255
22,1,23,0.551724138,0.5,0,0,0.274096386,0.359058208,0.21674544199999998,0,1,0.84057971,0.212121212,0.136094409,0,0.202380952,0.70575693,0.264705882,0.160130044,0.33358984199999997,0,0.41666666700000005,0,0,0.744186047,0.58602596,0.060941827999999997,0,0,0.64079255
23,1,24,0.465517241,0.41666666700000005,0,0,0.334337349,0.5068672329999999,0.302160702,0,1,0.5507246379999999,0.257575758,0.09687696300000001,0,0.261904762,0.718550107,0.352941176,0.158736712,0.317429781,0,0.41666666700000005,0,0,0.620155039,0.694421431,0.063711911,0,0,0.64079255
24,1,25,0.66091954,0.25,0,0,0.313253012,0.24831044300000002,0.30351114100000004,0,1,0.62962963,0.318181818,0.099030782,0,0.30952381,0.76119403,0.294117647,0.148157705,0.291650635,0,0.41666666700000005,0,0,0.635658915,0.6687379179999999,0.066481994,0,0,0.64079255
25,1,26,0.7701149429999999,0.083333333,0,0,0.38253012,0.266841073,0.43585415299999997,0,1,0.7632850240000001,0.272727273,0.142241766,0,0.28571428600000004,0.695095949,0.279411765,0.150583136,0.26933435899999997,0,0.25,0,0,0.48837209299999995,0.637254902,0.069252078,0,0,0.64079255
